beds,category,city,direction,district,news_begin_date,news_end_date,news_id,news_type_level,price,root,square,street,ward,label_price
4+,Nhà đất bán,Hà Nội,Tây-Nam,Hoàng Mai,9/5/2018,9/12/2018,12649137,Tin thường,,nha_dat_ban,115m²,Yên Duyên,Yên Sở,
,Nhà đất cho thuê,Hà Nội,,Đống Đa,9/4/2018,9/11/2018,17456143,Tin thường,12,nha_dat_thue,70m²,Nguyễn Lương Bằng,Thịnh Quang,triệu/tháng
3+,Nhà đất cho thuê,Hồ Chí Minh,,Bình Thạnh,9/6/2018,9/13/2018,17501809,Tin thường,22,nha_dat_thue,118m²,Điện Biên Phủ,22,triệu/tháng
,Nhà đất bán,Đồng Nai,,Long Thành,7/5/2018,10/5/2018,16683197,Tin thường,6.6,nha_dat_ban,14679m²,,Phước Bình,tỷ
4+,Nhà đất bán,Hồ Chí Minh,,Nhà Bè,9/6/2018,9/13/2018,17155933,Tin thường,2.6,nha_dat_ban,250m²,Nguyễn Hữu Thọ,Phước Kiển,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 1,9/4/2018,9/20/2018,17157632,Tin thường,5,nha_dat_thue,25m²,Cống Quỳnh,Nguyễn Cư Trinh,triệu/tháng
,Nhà đất bán,Bình Dương,,Thủ Dầu Một,9/7/2018,9/14/2018,15849868,Tin thường,1.52,nha_dat_ban,119m²,DX 078,Định Hòa,tỷ
,Nhà đất bán,Long An,,Tân Trụ,8/23/2018,9/22/2018,17332087,Tin thường,680,nha_dat_ban,170m²,,Mỹ Bình,triệu
4+,Nhà đất bán,Hà Nội,Đông-Bắc,Thanh Xuân,9/5/2018,9/12/2018,17478716,Tin Vip 3,5.5,nha_dat_ban,125m²,Nguyễn Huy Tưởng,Thanh Xuân Trung,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 11,9/10/2018,9/17/2018,17533761,Tin thường,14.3,nha_dat_ban,95m²,,12,tỷ
,Nhà đất cho thuê,Hồ Chí Minh,,Củ Chi,9/8/2018,9/15/2018,17445876,Tin thường,40,nha_dat_thue,1200m²,Hà Duy Phiên,Bình Mỹ,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/6/2018,9/13/2018,14244323,Tin thường,12.5,nha_dat_ban,100m²,Số 7,Bình Hưng,tỷ
3+,Nhà đất cho thuê,Hà Nội,,Nam Từ Liêm,9/5/2018,9/12/2018,15458270,Tin thường,22,nha_dat_thue,120m²,Mễ Trì,Mễ Trì,triệu/tháng
3+,Nhà đất cho thuê,Hà Nội,Nam,Bắc Từ Liêm,9/5/2018,9/12/2018,16661886,Tin thường,8,nha_dat_thue,90m²,Phạm Văn Đồng,Cổ Nhuế 1,triệu/tháng
,Nhà đất cho thuê,Hà Nội,,Nam Từ Liêm,9/6/2018,9/13/2018,17334866,Tin thường,3.5,nha_dat_thue,25m²,Nguyễn Hoàng,Mỹ Đình 2,triệu/tháng
2+,Nhà đất bán,Hà Nội,,Hà Đông,9/6/2018,9/14/2018,10789696,Tin thường,10,nha_dat_thue,124m²,Tô Hiến Thành,Mỗ Lao,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,Tây-Nam,Quận 9,9/4/2018,9/11/2018,17123698,Tin thường,7.98,nha_dat_ban,132m²,Nguyễn Thị Tư,Phú Hữu,tỷ
,Nhà đất bán,Hồ Chí Minh,,Tân Phú,9/6/2018,9/13/2018,16308250,Tin thường,3.85,nha_dat_ban,58.75m²,Gò Dầu,Tân Quý,tỷ
,Nhà đất bán,Hồ Chí Minh,Tây-Bắc,Quận 2,9/8/2018,9/18/2018,17416728,Tin thường,14.4,nha_dat_ban,240m²,Trương Văn Bang,Bình Trưng Tây,tỷ
2+,Nhà đất cho thuê,Bình Dương,,Thuận An,9/7/2018,9/14/2018,17413990,Tin thường,5,nha_dat_thue,52m²,Thuận An Hòa,An Phú,triệu/tháng
,Nhà đất bán,Đà Nẵng,,Liên Chiểu,9/6/2018,9/13/2018,16889257,Tin thường,2.3,nha_dat_ban,200m²,Nguyễn Lương Bằng,Hòa Hiệp Nam,tỷ
1+,Nhà đất bán,Hà Nội,,Đống Đa,8/13/2018,9/12/2018,17210568,Tin Vip 3,1.4,nha_dat_ban,41m²,Tây Sơn,Quang Trung,tỷ
,Nhà đất cho thuê,Hà Nội,,Thanh Xuân,9/10/2018,9/17/2018,17443222,Tin thường,18,nha_dat_thue,80m²,Khuất Duy Tiến,Thanh Xuân Bắc,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/7/2018,9/14/2018,14617616,Tin thường,3.8,nha_dat_ban,81m²,,Phong Phú,tỷ
,Nhà đất bán,Hồ Chí Minh,,Cần Giờ,9/6/2018,9/13/2018,12855064,Tin thường,3.5,nha_dat_ban,9000m²,Rừng Sác,An Thới Đông,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/8/2018,9/15/2018,17442360,Tin thường,17.6,nha_dat_ban,80m²,Điện Biên Phủ,11,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/7/2018,9/14/2018,17510523,Tin thường,1.2,nha_dat_ban,200m²,Trần Văn Giàu,Phạm Văn Hai,tỷ
,Nhà đất bán,Hồ Chí Minh,Đông-Nam,Thủ Đức,9/7/2018,9/14/2018,17108584,Tin thường,4.82,nha_dat_ban,112m²,12,Trường Thọ,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 3,9/8/2018,9/15/2018,17523136,Tin thường,46.8,nha_dat_ban,170.1m²,Bàn Cờ,3,tỷ
,Nhà đất bán,Hồ Chí Minh,,Phú Nhuận,9/7/2018,9/14/2018,17514323,Tin thường,14,nha_dat_ban,63m²,Hồ Văn Huê,9,tỷ
1+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 10,9/5/2018,9/13/2018,15918534,Tin thường,12,nha_dat_thue,51m²,Cao Thắng,12,triệu/tháng
,Nhà đất bán,Bình Dương,,Dĩ An,9/7/2018,9/14/2018,17402066,Tin thường,2.22,nha_dat_ban,125m²,D14,Tân Bình,tỷ
,Nhà đất bán,Hồ Chí Minh,Tây-Nam,Quận 2,9/6/2018,9/13/2018,15672847,Tin Vip 3,11,nha_dat_ban,100m²,Lê Hữu Kiều,Bình Trưng Tây,tỷ
3+,Nhà đất bán,Hà Nội,,Hai Bà Trưng,9/5/2018,9/12/2018,9836303,Tin thường,13,nha_dat_thue,119m²,Minh Khai,Vĩnh Tuy,triệu/tháng
4+,Nhà đất bán,Hồ Chí Minh,Bắc,Quận 9,9/5/2018,9/12/2018,16423479,Tin thường,14,nha_dat_ban,300m²,Bưng Ông Thoàn,Phú Hữu,tỷ
,Nhà đất bán,Long An,,Cần Giuộc,9/7/2018,9/14/2018,17222858,Tin thường,10,nha_dat_ban,100m²,Tỉnh lộ 835,Cần Giuộc,triệu/m²
,Nhà đất bán,Bình Dương,,Thủ Dầu Một,9/8/2018,9/15/2018,17518563,Tin thường,1.35,nha_dat_ban,110m²,,Phú Mỹ,tỷ
,Nhà đất bán,Bình Dương,Đông,Bến Cát,9/8/2018,9/15/2018,17230941,Tin thường,10.5,nha_dat_ban,150m²,Đại Lộ Bình Dương,Thới Hòa,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Quận 7,9/7/2018,9/16/2018,17513176,Tin thường,4.05,nha_dat_ban,91.7m²,Đào Trí,Phú Thuận,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 2,9/10/2018,9/17/2018,14320841,Tin thường,33,nha_dat_ban,119m²,Nguyễn Thị Định 2,Cát Lái,triệu/m²
4+,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/8/2018,9/15/2018,17525635,Tin thường,10.5,nha_dat_ban,35m²,Lý Thường Kiệt,14,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 7,9/5/2018,9/15/2018,17479347,Tin Vip đặc biệt,49,nha_dat_ban,Không xác định,,,triệu
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 11,9/4/2018,9/11/2018,17135013,Tin thường,18,nha_dat_thue,87m²,Lê Đại Hành,15,triệu/tháng
5+,Nhà đất bán,Hà Nội,Nam,Tây Hồ,9/7/2018,9/14/2018,17088994,Tin thường,18,nha_dat_ban,140m²,Nguyễn Hoàng Tôn,Xuân La,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,8/23/2018,9/22/2018,15572194,Tin thường,,nha_dat_ban,108m²,Nguyễn Văn Linh,Phong Phú,
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 2,9/8/2018,9/17/2018,14343517,Tin thường,16,nha_dat_thue,75m²,Nguyễn Thị Định,Bình Trưng Tây,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Gò Vấp,9/7/2018,9/14/2018,17063917,Tin thường,10.3,nha_dat_ban,140m²,Nguyễn Duy Cung,12,tỷ
2+,Nhà đất cho thuê,Hải Phòng,,Ngô Quyền,9/4/2018,9/11/2018,14746895,Tin thường,15,nha_dat_thue,62m²,Lạch Tray,Lạch Tray,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,Đông,Bình Tân,8/16/2018,9/16/2018,13468593,Tin thường,7.5,nha_dat_ban,1500m²,,Tân Tạo A,triệu/m²
3+,Nhà đất cho thuê,Hà Nội,,Thanh Xuân,9/7/2018,9/15/2018,15339635,Tin thường,,nha_dat_thue,Không xác định,Nguyễn Trãi,Thanh Xuân Trung,
,Nhà đất bán,Hà Nội,Tây-Nam,Hà Đông,9/10/2018,9/17/2018,17392222,Tin thường,16,nha_dat_ban,182m²,Tô Hiệu,Hà Cầu,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/6/2018,9/13/2018,17255796,Tin thường,,nha_dat_ban,100m²,Quốc lộ 1A,Bình Chánh,
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/6/2018,9/13/2018,17497888,Tin thường,,nha_dat_ban,90m²,Nguyễn Văn Linh,Phong Phú,
,Nhà đất bán,Đà Nẵng,Tây-Bắc,Cẩm Lệ,9/7/2018,10/7/2018,17516241,Tin thường,5.5,nha_dat_ban,100m²,7,Hòa Xuân,tỷ
,Nhà đất bán,Đà Nẵng,Tây-Bắc,Sơn Trà,9/8/2018,9/15/2018,16864051,Tin thường,280,nha_dat_ban,324m²,Võ Văn Kiệt,,triệu/m²
,Nhà đất bán,Quảng Nam,Nam,Hội An,8/28/2018,11/28/2018,17162944,Tin thường,,nha_dat_thue,100m²,Trần Phú,Minh An,
,Nhà đất bán,Đồng Nai,,Biên Hòa,9/7/2018,9/14/2018,16776658,Tin thường,700,nha_dat_ban,100m²,Long Hưng - Phước Tân,Phước Tân,triệu
,Nhà đất bán,Khánh Hòa,,Nha Trang,9/7/2018,9/14/2018,17505622,Tin thường,20.5,nha_dat_ban,200m²,,,triệu/m²
,Nhà đất bán,Hưng Yên,,Văn Giang,8/24/2018,9/24/2018,17356033,Tin thường,47,nha_dat_ban,363m²,Trúc,Xuân Quan,triệu/m²
,Nhà đất bán,Đà Nẵng,,Ngũ Hành Sơn,9/6/2018,9/13/2018,14182644,Tin thường,3.25,nha_dat_ban,125m²,Đoàn Khuê, Khuê Mỹ,tỷ
4+,Nhà đất bán,Hồ Chí Minh,,Nhà Bè,9/6/2018,9/13/2018,16646573,Tin thường,2.75,nha_dat_ban,41.6m²,Lê Văn Lương,Nhơn Đức,tỷ
2+,Nhà đất cho thuê,Hồ Chí Minh,,Bình Thạnh,9/3/2018,9/10/2018,17455438,Tin thường,20,nha_dat_thue,80m²,Nguyễn Hữu Cảnh,22,triệu/tháng
4+,Nhà đất bán,Long An,,Bến Lức,9/6/2018,9/13/2018,17500765,Tin thường,2,nha_dat_ban,90m²,Quốc lộ 1A,Bến Lức,tỷ
,Nhà đất bán,Hà Nội,,Hoài Đức,8/15/2018,9/15/2018,17238807,Tin thường,25,nha_dat_ban,160m²,Láng Hòa Lạc,An Khánh,triệu/m²
,Nhà đất bán,Hà Nội,Tây-Nam,Đống Đa,9/8/2018,9/15/2018,13550244,Tin thường,250,nha_dat_ban,97.6m²,Nam Đồng,Nam Đồng,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Quận 1,9/9/2018,9/16/2018,17529951,Tin thường,13.5,nha_dat_ban,88.8m²,Trần Đình Xu,,tỷ
,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/6/2018,9/13/2018,17244941,Tin thường,12.5,nha_dat_ban,81.7m²,Thành Thái,14,tỷ
3+,Nhà đất bán,Hà Nội,Tây,Hà Đông,9/9/2018,9/16/2018,16775326,Tin thường,1.46,nha_dat_ban,35.5m²,21B,Phú Lãm,tỷ
4+,Nhà đất bán,Hồ Chí Minh,,Quận 12,9/8/2018,9/15/2018,17008358,Tin thường,3.75,nha_dat_ban,68m²,Tô Ngọc Vân,Thạnh Xuân,tỷ
4+,Nhà đất bán,Hà Nội,,Nam Từ Liêm,9/6/2018,9/13/2018,16088591,Tin thường,2.3,nha_dat_ban,34m²,Tây Mỗ,Tây Mỗ,tỷ
,Nhà đất bán,Hưng Yên,,Văn Lâm,9/6/2018,9/13/2018,17306526,Tin thường,,nha_dat_ban,320m²,5A,Như Quỳnh,
4+,Nhà đất bán,Hà Nội,Đông,Hoàng Mai,9/7/2018,9/14/2018,17433026,Tin thường,16,nha_dat_ban,168.87m²,Nguyễn Xiển,Đại Kim,tỷ
,Nhà đất bán,Bà Rịa Vũng Tàu,,Xuyên Mộc,9/7/2018,9/14/2018,16664896,Tin thường,10.5,nha_dat_ban,606m²,328,Bình Châu,tỷ
,Nhà đất bán,Long An,,Bến Lức,9/8/2018,9/15/2018,17520038,Tin thường,780,nha_dat_ban,200m²,Nguyễn Trung Trực,Bến Lức,triệu
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 9,9/6/2018,9/13/2018,16168761,Tin thường,5.5,nha_dat_thue,Không xác định,Đỗ Xuân Hợp,Phước Long B,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/8/2018,9/15/2018,16835368,Tin thường,4.45,nha_dat_ban,75m²,Vành Đai 2,Phú Hữu,tỷ
,Nhà đất bán,Long An,,Đức Hòa,9/6/2018,9/13/2018,16973075,Tin thường,950,nha_dat_ban,125m²,Tỉnh Lộ 10,Hựu Thạnh,triệu
,Nhà đất bán,Hồ Chí Minh,,Phú Nhuận,9/5/2018,9/12/2018,17480686,Tin thường,11.3,nha_dat_ban,68m²,Đào Duy Anh,9,tỷ
,Nhà đất cho thuê,Hà Nội,,Đống Đa,9/7/2018,9/15/2018,12836738,Tin thường,30,nha_dat_thue,60m²,Vũ Ngọc Phan,Láng Hạ,triệu/tháng
,Nhà đất bán,Khánh Hòa,,Nha Trang,9/10/2018,9/17/2018,17532209,Tin thường,6.5,nha_dat_ban,89m²,,,tỷ
,Nhà đất bán,Đà Nẵng,,Sơn Trà,9/4/2018,9/11/2018,17461262,Tin Vip 3,1.3,nha_dat_ban,48m²,,Thọ Quang,tỷ
2+,Nhà đất cho thuê,Hà Nội,,Hai Bà Trưng,9/6/2018,9/13/2018,17496377,Tin thường,10,nha_dat_thue,80m²,Minh Khai,Minh Khai,triệu/tháng
,Nhà đất bán,Đồng Nai,,Trảng Bom,9/7/2018,9/14/2018,16984567,Tin thường,115,nha_dat_ban,110m²,Quốc lộ 1A,Sông Trầu,triệu
,Nhà đất bán,Đồng Nai,,Biên Hòa,9/10/2018,9/17/2018,16803912,Tin thường,740,nha_dat_ban,100m²,Quốc Lộ 51,Phước Tân,triệu
,Nhà đất bán,Khánh Hòa,,Nha Trang,9/8/2018,9/15/2018,17056419,Tin thường,,nha_dat_ban,102m²,,Vĩnh Thạnh,
,Nhà đất bán,Bà Rịa Vũng Tàu,,Long Điền,9/7/2018,9/14/2018,17403631,Tin thường,,nha_dat_ban,100m²,,Phước Tỉnh,
,Nhà đất cho thuê,Hà Nội,,Cầu Giấy,9/7/2018,9/14/2018,17392789,Tin thường,6.5,nha_dat_thue,50m²,Hồ Tùng Mậu,Mai Dịch,triệu/tháng
,Nhà đất bán,Đắk Lắk,Tây-Bắc,Buôn Ma Thuột,9/7/2018,9/14/2018,17400925,Tin thường,6.3,nha_dat_ban,375m²,Nguyễn Đình Chiểu,Tân Lợi,tỷ
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 11,9/7/2018,9/14/2018,15040757,Tin thường,23,nha_dat_thue,116m²,2-Mar,15,triệu/tháng
,Nhà đất bán,Quảng Nam,,Hội An,9/8/2018,9/15/2018,17430191,Tin thường,45,nha_dat_ban,300m²,,Cẩm An,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Bình Chánh,9/4/2018,9/11/2018,13544572,Tin Vip 3,100,nha_dat_ban,100m²,Số 3,Bình Hưng,triệu/m²
,Nhà đất cho thuê,Khánh Hòa,,Nha Trang,9/4/2018,9/11/2018,17459006,Tin thường,18,nha_dat_thue,50m²,Trần Hưng Đạo,Lộc Thọ,triệu/tháng
,Nhà đất bán,Bình Dương,,Dĩ An,9/7/2018,9/14/2018,17316432,Tin thường,2.2,nha_dat_ban,125m²,D14,Tân Bình,tỷ
,Nhà đất bán,Quảng Nam,,Hội An,9/7/2018,9/14/2018,17501317,Tin thường,22,nha_dat_ban,200m²,Lạc Long Quân,Cẩm Châu,triệu/m²
,Nhà đất cho thuê,Hồ Chí Minh,,Tân Bình,9/5/2018,9/13/2018,16157134,Tin thường,455,nha_dat_thue,360m²,Hồng Hà,2,nghìn/m2/tháng
,Nhà đất bán,Thừa Thiên Huế,Đông-Nam,Hương Thủy,9/6/2018,9/13/2018,17499118,Tin thường,450,nha_dat_ban,100m²,,Phú Bài,triệu
,Nhà đất cho thuê,Hồ Chí Minh,,Quận 1,9/10/2018,9/19/2018,15285926,Tin thường,460,nha_dat_thue,368m²,Chu Mạnh Trinh,,triệu/tháng
3+,Nhà đất cho thuê,Đà Nẵng,Đông,Ngũ Hành Sơn,9/8/2018,9/15/2018,17071034,Tin thường,13,nha_dat_thue,Không xác định,,Hòa Hải,triệu/tháng
3+,Nhà đất bán,Hồ Chí Minh,,Quận 5,9/8/2018,9/15/2018,16478237,Tin thường,11.2,nha_dat_ban,73.1m²,Nguyễn Trãi,2,tỷ
5+,Nhà đất bán,Hà Nội,Tây-Bắc,Hà Đông,9/7/2018,9/14/2018,17507783,Tin thường,4.75,nha_dat_ban,50m²,Văn La,Phú La,tỷ
,Nhà đất bán,Hồ Chí Minh,Đông-Bắc,Quận 10,9/8/2018,9/15/2018,16731998,Tin thường,14,nha_dat_ban,66m²,Tô Hiến Thành,12,tỷ
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 8,9/5/2018,9/12/2018,17396519,Tin thường,13,nha_dat_thue,115m²,Tạ Quang Bửu,5,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 12,9/8/2018,9/15/2018,17525978,Tin thường,3.85,nha_dat_ban,250m²,Hiệp Thành 23,Thạnh Xuân,tỷ
,Nhà đất bán,Hà Nội,,Ba Đình,9/10/2018,9/17/2018,17030930,Tin thường,10.7,nha_dat_ban,45m²,Quần Ngựa,Liễu Giai,tỷ
,Nhà đất cần thuê,Hồ Chí Minh,,Gò Vấp,1/1/2018,1/1/2018,,,45,nha_dat_can_thue,150m² - 400m²,,,triệu
,Nhà đất bán,Hồ Chí Minh,,Quận 10,9/8/2018,9/15/2018,17423814,Tin thường,17,nha_dat_ban,84m²,Trường Sơn,,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Tân,9/9/2018,9/16/2018,17450817,Tin thường,1.95,nha_dat_ban,52m²,Tỉnh Lộ 10,Tân Tạo,tỷ
4+,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/5/2018,9/12/2018,17330678,Tin Vip 1,5.3,nha_dat_ban,50m²,Nguyễn Xí,26,tỷ
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 7,9/9/2018,9/16/2018,17350697,Tin thường,7.5,nha_dat_thue,58m²,Hoàng Quốc Việt,Phú Thuận,triệu/tháng
,Nhà đất cho thuê,Hà Nội,,Thanh Xuân,9/8/2018,9/15/2018,17526968,Tin thường,3,nha_dat_thue,15m²,Nguyễn Huy Tưởng,Nhân Chính,triệu/tháng
,Nhà đất cho thuê,Hồ Chí Minh,,Phú Nhuận,9/6/2018,9/13/2018,17404807,Tin thường,35,nha_dat_thue,76m²,Đào Duy Anh,9,triệu/tháng
,Nhà đất bán,Bình Dương,Đông-Bắc,Thủ Dầu Một,9/7/2018,10/1/2018,17502811,Tin thường,2.15,nha_dat_ban,125m²,Nguyễn Đức Thuận,Hiệp Thành,tỷ
3+,Nhà đất cho thuê,Hà Nội,,Thanh Xuân,9/8/2018,9/15/2018,14532906,Tin thường,6,nha_dat_thue,35m²,Quan Nhân,Nhân Chính,triệu/tháng
4+,Nhà đất bán,Hồ Chí Minh,,Thủ Đức,9/7/2018,9/14/2018,17513056,Tin thường,4.7,nha_dat_ban,220m²,Phạm Văn Đồng,,tỷ
,Nhà đất bán,Bình Dương,,Thủ Dầu Một,9/9/2018,9/16/2018,17528907,Tin thường,2.65,nha_dat_ban,137.5m²,Số 1,Hiệp Thành,tỷ
3+,Nhà đất cho thuê,Hà Nội,,Cầu Giấy,9/9/2018,9/17/2018,16951631,Tin thường,,nha_dat_thue,200m²,Nguyễn Thị Định,Trung Hòa,
3+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 5,9/5/2018,9/12/2018,17471490,Tin thường,19,nha_dat_thue,132m²,Hồng Bàng,12,triệu/tháng
,Nhà đất cho thuê,Hồ Chí Minh,,Nhà Bè,9/4/2018,9/11/2018,17457690,Tin thường,5,nha_dat_thue,40m²,Nguyễn Hữu Thọ,Phước Kiển,triệu/tháng
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 4,9/7/2018,9/14/2018,17511017,Tin Vip 1,18,nha_dat_thue,80m²,Bến Vân Đồn,1,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 7,9/6/2018,9/13/2018,17500636,Tin thường,12,nha_dat_ban,148m²,Phú Thuận,Phú Thuận,tỷ
4+,Nhà đất bán,Hồ Chí Minh,,Thủ Đức,9/7/2018,9/14/2018,17509771,Tin thường,3.7,nha_dat_ban,63m²,Quốc Lộ 13,Hiệp Bình Phước,tỷ
,Nhà đất bán,Đồng Nai,,Biên Hòa,9/10/2018,9/17/2018,17323524,Tin thường,900,nha_dat_ban,100m²,Bắc Sơn - Long Thành,Tam Phước,triệu
,Nhà đất bán,Đà Nẵng,,Hải Châu,9/10/2018,9/17/2018,15233469,Tin thường,11.6,nha_dat_ban,125m²,Nguyễn Tất Thành,Thanh Bình,tỷ
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 4,9/4/2018,9/11/2018,17188838,Tin thường,17,nha_dat_thue,71m²,Nguyễn Khoái,2,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Phú Nhuận,9/8/2018,9/15/2018,17526096,Tin thường,28.5,nha_dat_ban,152m²,Phan Đình Phùng,,tỷ
4+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 2,9/5/2018,9/12/2018,13307631,Tin thường,25,nha_dat_thue,80m²,,An Phú,triệu/tháng
,Nhà đất bán,Bình Dương,,Thuận An,9/7/2018,9/14/2018,17236334,Tin thường,3.8,nha_dat_ban,2081m²,An Sơn 24,An Sơn,triệu/m²
,Nhà đất bán,Khánh Hòa,,Nha Trang,9/8/2018,9/15/2018,17442331,Tin thường,750,nha_dat_ban,Không xác định,Nguyễn Đức Thuận,Vĩnh Hòa,triệu
,Nhà đất bán,Bình Dương,,Thuận An,9/7/2018,9/14/2018,17507309,Tin thường,19,nha_dat_ban,80m²,An Phú 17,An Phú,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Tân Bình,9/10/2018,9/17/2018,17528315,Tin thường,9.2,nha_dat_ban,77.9m²,Bàu Cát,,tỷ
3+,Nhà đất cho thuê,Hà Nội,,Thanh Trì,9/8/2018,9/15/2018,17521484,Tin thường,18,nha_dat_thue,110m²,Nguyễn Xiển,Tân Triều,triệu/tháng
,Nhà đất bán,Hồ Chí Minh,,Quận 1,9/8/2018,9/16/2018,15754690,Tin thường,15,nha_dat_ban,50m²,Trần Khánh Dư,Tân Định,tỷ
,Nhà đất bán,Khánh Hòa,,Cam Ranh,9/8/2018,9/15/2018,17520252,Tin thường,,nha_dat_ban,120m²,Nguyễn Tất Thành,,
,Nhà đất bán,Bà Rịa Vũng Tàu,,Long Điền,9/8/2018,9/15/2018,16894189,Tin thường,700,nha_dat_ban,100m²,44,Long Điền,triệu
5+,Nhà đất bán,Hồ Chí Minh,,Phú Nhuận,9/8/2018,9/15/2018,17418724,Tin thường,17.3,nha_dat_ban,81m²,Cù Lao,8,tỷ
,Nhà đất bán,Bình Dương,,Thủ Dầu Một,9/7/2018,9/17/2018,17507411,Tin Vip đặc biệt,660,nha_dat_ban,144m²,Đại Lộ Bình Dương,Hiệp Thành,triệu
,Nhà đất bán,Hồ Chí Minh,Đông,Tân Phú,9/10/2018,9/17/2018,17533206,Tin thường,7,nha_dat_ban,Không xác định,Nguyễn Văn Yến,Tân Thới Hòa,tỷ
2+,Nhà đất cho thuê,Hồ Chí Minh,,Quận 4,9/5/2018,9/12/2018,17472883,Tin thường,14,nha_dat_thue,85m²,Tôn Đản,13,triệu/tháng
4+,Nhà đất bán,Hồ Chí Minh,Đông-Nam,Quận 9,9/5/2018,9/12/2018,17479353,Tin thường,7.7,nha_dat_ban,175m²,Liên Phường,Phước Long B,tỷ
,Nhà đất bán,Hà Nội,,Thanh Xuân,9/8/2018,9/15/2018,13986340,Tin thường,,nha_dat_ban,147m²,Triều Khúc,Thanh Xuân Nam,
,Nhà đất cho thuê,Hà Nội,,Hai Bà Trưng,9/7/2018,9/14/2018,17227840,Tin thường,300,nha_dat_thue,200m²,Phố Huế,Phố Huế,triệu/tháng
,Nhà đất bán,Bà Rịa Vũng Tàu,,Xuyên Mộc,9/9/2018,9/16/2018,17530427,Tin thường,6.5,nha_dat_ban,300m²,55,Bình Châu,triệu/m²
,Nhà đất bán,Hồ Chí Minh,,Quận 9,9/7/2018,9/14/2018,16695547,Tin thường,768,nha_dat_ban,80m²,Hoàng Hữu Nam,Long Bình,triệu
,Nhà đất bán,Hà Nội,,Hai Bà Trưng,9/9/2018,9/16/2018,17448207,Tin thường,15,nha_dat_ban,70m²,Nguyễn Thượng Hiền,Phố Huế,tỷ
,Nhà đất cho thuê,Hà Nội,,Thanh Xuân,9/5/2018,9/13/2018,11606079,Tin thường,,nha_dat_thue,100m²,Hoàng Đạo Thúy,Nhân Chính,
,Nhà đất bán,Hồ Chí Minh,,Quận 5,9/8/2018,9/15/2018,17527403,Tin thường,15,nha_dat_ban,80m²,Trần Hưng Đạo,,tỷ
,Nhà đất bán,Hồ Chí Minh,Tây-Nam,Quận 12,9/5/2018,10/5/2018,17480966,Tin thường,3.9,nha_dat_ban,68m²,Thạnh Xuân 24,Thạnh Xuân,tỷ
,Nhà đất bán,Hồ Chí Minh,,Bình Thạnh,9/7/2018,9/14/2018,17516041,Tin thường,13,nha_dat_ban,85m²,Hoàng Hoa Thám,,tỷ
,Nhà đất cần thuê,Hà Nội,,Cầu Giấy,1/1/2018,1/1/2018,,,20,nha_dat_can_thue,Trên 40m²,Hồ Tùng Mậu,Mai Dịch,triệu
4+,Nhà đất bán,Hồ Chí Minh,Nam,Nhà Bè,9/10/2018,9/17/2018,15193519,Tin thường,4.4,nha_dat_ban,86.5m²,Lê Văn Lương,Phước Kiển,tỷ
3+,Nhà đất bán,Đà Nẵng,Đông-Nam,Ngũ Hành Sơn,9/8/2018,9/15/2018,17517304,Tin thường,3.8,nha_dat_ban,100m²,Đa Mặn 6, Khuê Mỹ,tỷ
